cough,pushbike,drawer,cooking,keys,slidingDoorclose,train,lake,switch,buspassby,footstepsongrass,lightrain,chairsmoving,doorclose,knock,mindthegap,motorbike,birdsong,keylock,wind,trolley,bagrustle,laughter,footsteps,gate,checkoutbeeps,running,doorslam,speech,clearthroat,money,phone
[[0.9398411]],[[0.83269715]],[[0.9083026]],[[0.8319309]],[[0.87911177]],[[0.7857437]],[[0.93260807]],[[0.9582845]],[[0.6833405]],[[0.84279335]],[[0.84689]],[[0.932641]],[[0.8810317]],[[0.8151051]],[[0.8367579]],[[0.80782044]],[[0.7911012]],[[0.78002566]],[[0.871144]],[[0.89051276]],[[0.8662286]],[[0.97200507]],[[0.7841675]],[[0.7536691]],[[0.85240793]],[[0.65113485]],[[0.8383974]],[[0.81090546]],[[0.8435909]],[[0.8741255]],[[0.9041731]],[[0.8309681]]
[[0.8692093]],[[0.68593496]],[[0.7392167]],[[0.89075017]],[[0.8145962]],[[0.8296386]],[[0.6851559]],[[0.7772429]],[[0.85946536]],[[0.67971796]],[[0.8088497]],[[0.866433]],[[0.8404291]],[[0.76077235]],[[0.809383]],[[0.86256635]],[[0.6408466]],[[0.8921256]],[[0.86682725]],[[0.9351957]],[[0.62816715]],[[0.7116539]],[[0.8124133]],[[0.7881658]],[[0.7821393]],[[0.74869835]],[[0.88473386]],[[0.7404597]],[[0.89028436]],[[0.8913104]],[[0.8506263]],[[0.8221726]]
[[0.82337093]],[[0.69853723]],[[0.7163916]],[[0.81902564]],[[0.75344527]],[[0.9208541]],[[0.52592087]],[[0.6621714]],[[0.7839392]],[[0.33185524]],[[0.8997064]],[[0.7632284]],[[0.88033277]],[[0.8230088]],[[0.81426954]],[[0.80877507]],[[0.62815887]],[[0.8587446]],[[0.80753016]],[[0.7688593]],[[0.47833598]],[[0.7984419]],[[0.74174714]],[[0.7943382]],[[0.6800116]],[[0.71013623]],[[0.7173935]],[[0.69398284]],[[0.7010323]],[[0.9113727]],[[0.6856396]],[[0.64546764]]
[[0.8407111]],[[0.5970563]],[[0.8155353]],[[0.8542951]],[[0.84810764]],[[0.84374654]],[[0.65213746]],[[0.8019868]],[[0.805629]],[[0.69957304]],[[0.84607995]],[[0.83777326]],[[0.80184996]],[[0.81976223]],[[0.925672]],[[0.89759433]],[[0.580291]],[[0.8813433]],[[0.8113983]],[[0.7678941]],[[0.5546299]],[[0.80402243]],[[0.76012856]],[[0.74629813]],[[0.7625293]],[[0.79635215]],[[0.75874]],[[0.75441515]],[[0.81515205]],[[0.90157855]],[[0.8023509]],[[0.6996901]]
[[0.8920624]],[[0.7149977]],[[0.9223196]],[[0.9087577]],[[0.8589605]],[[0.8312745]],[[0.7480456]],[[0.8024978]],[[0.8238748]],[[0.7759926]],[[0.7828454]],[[0.8830559]],[[0.91288304]],[[0.7614192]],[[0.89985]],[[0.8992706]],[[0.6721289]],[[0.7881965]],[[0.8526946]],[[0.7886055]],[[0.6707758]],[[0.81253636]],[[0.78154784]],[[0.7148748]],[[0.81813526]],[[0.79568356]],[[0.80174613]],[[0.6983942]],[[0.79153085]],[[0.8385509]],[[0.81608284]],[[0.69508725]]
[[0.850809]],[[0.72236836]],[[0.9096968]],[[0.89409685]],[[0.88996977]],[[0.8202213]],[[0.8021482]],[[0.76798505]],[[0.80975294]],[[0.70074177]],[[0.77919245]],[[0.83031046]],[[0.85929704]],[[0.7521837]],[[0.898703]],[[0.90814674]],[[0.74179184]],[[0.8085029]],[[0.8800646]],[[0.7451798]],[[0.6423949]],[[0.84290576]],[[0.7268846]],[[0.68657726]],[[0.82313824]],[[0.7432943]],[[0.82767177]],[[0.6889427]],[[0.79214233]],[[0.8513477]],[[0.8254678]],[[0.6934953]]
[[0.8796191]],[[0.64786214]],[[0.84049165]],[[0.81421065]],[[0.8248389]],[[0.7991958]],[[0.71664387]],[[0.7663943]],[[0.7567846]],[[0.7862202]],[[0.8000168]],[[0.8657983]],[[0.9198276]],[[0.7310756]],[[0.87629205]],[[0.92315614]],[[0.59178877]],[[0.84765005]],[[0.8439307]],[[0.77476364]],[[0.7136733]],[[0.8253933]],[[0.7671449]],[[0.73010576]],[[0.7699127]],[[0.74526024]],[[0.80283445]],[[0.655866]],[[0.7812878]],[[0.8759101]],[[0.7961173]],[[0.759572]]
[[0.8340795]],[[0.39415646]],[[0.8239093]],[[0.68980277]],[[0.821926]],[[0.7981667]],[[0.7172077]],[[0.7218858]],[[0.7425875]],[[0.7649426]],[[0.8729851]],[[0.80252737]],[[0.71581525]],[[0.7386277]],[[0.8051184]],[[0.8352485]],[[0.19190145]],[[0.7843952]],[[0.8069389]],[[0.68638855]],[[0.6139246]],[[0.7689932]],[[0.7536961]],[[0.75629556]],[[0.73257494]],[[0.83142626]],[[0.690555]],[[0.7923565]],[[0.7844982]],[[0.85735035]],[[0.7152964]],[[0.6316698]]
[[0.892518]],[[0.83974063]],[[1.0109804]],[[1.0035882]],[[0.9391395]],[[1.0022492]],[[0.8040866]],[[0.92533666]],[[0.9564121]],[[0.7884269]],[[0.84321415]],[[0.9335824]],[[0.86069703]],[[0.95996356]],[[0.88029575]],[[0.9145816]],[[0.7798681]],[[0.7912988]],[[0.95438015]],[[0.8882022]],[[0.7626785]],[[0.925143]],[[0.8659757]],[[0.76859325]],[[0.9016702]],[[0.8857964]],[[0.9107694]],[[0.77479964]],[[0.81119794]],[[0.9334745]],[[0.92877305]],[[0.8813493]]
[[0.8865351]],[[0.75462925]],[[0.7080252]],[[1.0255071]],[[0.90077925]],[[0.93602806]],[[0.395065]],[[0.87946105]],[[0.8092235]],[[0.8241272]],[[0.85646904]],[[0.9111655]],[[0.86604434]],[[0.95230806]],[[0.95274913]],[[0.96288496]],[[0.7799475]],[[1.0034087]],[[0.8688109]],[[0.9390153]],[[0.53565526]],[[0.8884992]],[[0.87158847]],[[0.7649765]],[[0.8753334]],[[0.8944772]],[[0.85253674]],[[0.8419539]],[[0.85508156]],[[0.9819455]],[[0.8460716]],[[0.90576816]]
[[0.80784756]],[[0.69143033]],[[0.71771586]],[[0.7723381]],[[0.7811691]],[[0.9106578]],[[0.]],[[0.7485554]],[[0.72802806]],[[0.7655618]],[[0.7382935]],[[0.7293972]],[[0.77958375]],[[0.8389371]],[[0.7857578]],[[0.7596322]],[[0.6859937]],[[0.72585297]],[[0.8373401]],[[0.7120832]],[[0.5705097]],[[0.7872366]],[[0.74637634]],[[0.66262144]],[[0.6516694]],[[0.83618283]],[[0.5119505]],[[0.73609346]],[[0.71184695]],[[0.88030195]],[[0.66758645]],[[0.73012084]]
[[0.85550475]],[[0.87136763]],[[0.87393653]],[[0.87473327]],[[0.90890205]],[[0.8919164]],[[0.39620793]],[[0.88587964]],[[0.7904004]],[[0.83599067]],[[0.7693977]],[[0.80260617]],[[0.90601957]],[[0.86158764]],[[0.82952076]],[[0.77064085]],[[0.8421587]],[[0.6722002]],[[0.89161205]],[[0.6648069]],[[0.69609797]],[[0.85721564]],[[0.7818647]],[[0.76320016]],[[0.75485384]],[[0.8406869]],[[0.7761487]],[[0.75132805]],[[0.7464107]],[[0.87681603]],[[0.82357585]],[[0.912714]]
[[0.90083313]],[[0.7976726]],[[0.83485794]],[[0.8295615]],[[0.76747394]],[[0.8637306]],[[0.39845347]],[[0.800189]],[[0.7558163]],[[0.7318778]],[[0.74536574]],[[0.7421727]],[[0.98511314]],[[0.8786196]],[[0.8919286]],[[0.8167279]],[[0.818103]],[[0.67287004]],[[0.8034582]],[[0.71178854]],[[0.6984409]],[[0.8082003]],[[0.79158163]],[[0.75131714]],[[0.70271087]],[[0.8867547]],[[0.7351038]],[[0.70093286]],[[0.782563]],[[0.85177904]],[[0.7975246]],[[0.7969601]]
[[0.8914226]],[[0.67736244]],[[0.6455163]],[[0.95692813]],[[0.84613925]],[[0.88459337]],[[0.399078]],[[0.9073262]],[[0.8563831]],[[0.73617566]],[[0.78556657]],[[0.86034673]],[[0.91357225]],[[0.77207446]],[[0.869355]],[[0.85008323]],[[0.6275913]],[[0.89395523]],[[0.86821604]],[[0.82694215]],[[0.46811104]],[[0.79235387]],[[0.8563025]],[[0.7662867]],[[0.74109054]],[[0.8426414]],[[0.7922071]],[[0.7548136]],[[0.85733825]],[[0.92756224]],[[0.8160911]],[[0.81597865]]
[[0.9215046]],[[0.83972716]],[[0.9355854]],[[1.079595]],[[0.9070873]],[[0.90285736]],[[0.67404294]],[[1.0475452]],[[1.0468163]],[[0.9102658]],[[0.8245209]],[[0.96830195]],[[0.8583897]],[[0.9569297]],[[0.91148984]],[[0.8602271]],[[0.84531385]],[[0.8945235]],[[0.9981386]],[[0.91034484]],[[0.7526578]],[[0.8348806]],[[0.8650755]],[[0.8419707]],[[0.92516816]],[[0.9540458]],[[0.912819]],[[0.84917057]],[[0.9600118]],[[0.8832168]],[[1.0283536]],[[1.0193592]]
[[0.9089466]],[[0.79775584]],[[0.82453334]],[[0.9338404]],[[0.8678793]],[[0.88954437]],[[0.5391737]],[[0.8089837]],[[0.7381834]],[[0.7187687]],[[0.791381]],[[0.7889848]],[[0.88910735]],[[0.8430548]],[[0.844329]],[[0.8930802]],[[0.85271764]],[[0.93530905]],[[0.8983264]],[[0.90028]],[[0.6393361]],[[0.90786904]],[[0.9278047]],[[0.7512951]],[[0.7806071]],[[0.7729553]],[[0.81957626]],[[0.7823746]],[[0.8816656]],[[0.94071084]],[[0.8357005]],[[0.7701313]]
[[0.83622617]],[[0.7252048]],[[0.7397065]],[[0.7291156]],[[0.8139728]],[[0.86756605]],[[0.65617883]],[[0.7695354]],[[0.75598264]],[[0.8938184]],[[0.7764682]],[[0.8245288]],[[0.7053947]],[[0.80849844]],[[0.7645728]],[[0.84853476]],[[0.5728391]],[[0.6841873]],[[0.8590447]],[[0.5889793]],[[0.7096112]],[[0.7067803]],[[0.7893823]],[[0.7506448]],[[0.71394134]],[[0.79007435]],[[0.7646973]],[[0.7940211]],[[0.7951714]],[[0.90876186]],[[0.71576566]],[[0.6952845]]
[[0.93955666]],[[0.7595823]],[[0.8247814]],[[0.7730892]],[[0.82167757]],[[0.82067555]],[[0.72827744]],[[0.8327943]],[[0.8381932]],[[0.9499386]],[[0.8515299]],[[0.9430988]],[[0.85208505]],[[0.86677444]],[[0.86927897]],[[0.9151526]],[[0.5217913]],[[0.78265476]],[[0.8965733]],[[0.7174859]],[[0.8702284]],[[0.8419827]],[[0.8953139]],[[0.8630563]],[[0.80217326]],[[0.9296574]],[[0.82004535]],[[0.8315091]],[[0.87528074]],[[0.8996424]],[[0.79343665]],[[0.8587043]]
[[0.82274246]],[[0.74667376]],[[0.7232036]],[[0.6874417]],[[0.7468239]],[[0.8154725]],[[0.6114454]],[[0.7364188]],[[0.75136447]],[[0.8242487]],[[0.7796509]],[[0.7764996]],[[0.8148965]],[[0.8062553]],[[0.749279]],[[0.79808384]],[[0.5356279]],[[0.69848394]],[[0.802938]],[[0.6123321]],[[0.79837275]],[[0.81381446]],[[0.7875532]],[[0.7601609]],[[0.6884742]],[[0.84237266]],[[0.7203109]],[[0.71880925]],[[0.76773477]],[[0.83145905]],[[0.7041695]],[[0.765957]]
[[0.823681]],[[0.6235197]],[[0.8096669]],[[0.8123461]],[[0.7822324]],[[0.75928044]],[[0.78859437]],[[0.9260095]],[[0.7484685]],[[0.8731784]],[[0.7416814]],[[0.90158796]],[[0.83017504]],[[0.79776186]],[[0.83488613]],[[0.7703639]],[[0.5288765]],[[0.77940226]],[[0.7817079]],[[0.6138496]],[[0.75188005]],[[0.73685074]],[[0.79576385]],[[0.6623653]],[[0.82034665]],[[0.8304137]],[[0.7805009]],[[0.82645506]],[[0.8167889]],[[0.79678357]],[[0.7658784]],[[0.8148339]]
[[0.8036015]],[[0.6566959]],[[0.8481448]],[[0.70249325]],[[0.7969211]],[[0.8710006]],[[0.7245158]],[[0.7042335]],[[0.7105316]],[[0.87183607]],[[0.8282831]],[[0.8335593]],[[0.7607491]],[[0.8325058]],[[0.7902789]],[[0.81613064]],[[0.50038457]],[[0.732257]],[[0.8254883]],[[0.5587729]],[[0.60959184]],[[0.7479123]],[[0.76339257]],[[0.73015463]],[[0.6803444]],[[0.8115294]],[[0.75521696]],[[0.7023554]],[[0.7731159]],[[0.8183731]],[[0.6999936]],[[0.69354415]]
[[0.96978885]],[[0.8466843]],[[0.91040695]],[[0.88523245]],[[0.9399132]],[[0.89138937]],[[0.8859158]],[[0.8670261]],[[0.9090319]],[[0.92690825]],[[0.982279]],[[0.8992826]],[[0.83087856]],[[0.90681624]],[[0.89778423]],[[0.95398366]],[[0.7505984]],[[0.87768394]],[[0.93561435]],[[0.74163604]],[[0.81098664]],[[0.8312492]],[[0.9488868]],[[0.9889441]],[[0.8762279]],[[0.90344375]],[[0.92426896]],[[0.9220287]],[[0.9623073]],[[1.0062099]],[[0.89799476]],[[0.8836252]]
[[0.8176105]],[[0.41451865]],[[0.71060646]],[[0.7914211]],[[0.87524045]],[[0.8336439]],[[0.6324949]],[[0.728252]],[[0.7281368]],[[0.7365176]],[[0.83890736]],[[0.7892222]],[[0.7025423]],[[0.73190653]],[[0.8102374]],[[0.89354396]],[[0.33418655]],[[0.7928469]],[[0.8475608]],[[0.62873995]],[[0.51213944]],[[0.6982654]],[[0.7072246]],[[0.7032858]],[[0.76874864]],[[0.80427766]],[[0.63359255]],[[0.80794716]],[[0.75664383]],[[0.8800853]],[[0.6485027]],[[0.63176787]]
[[0.8736049]],[[0.6185037]],[[0.67923665]],[[0.7485386]],[[0.73022795]],[[0.7999642]],[[0.7032269]],[[0.74475616]],[[0.75875384]],[[0.7952158]],[[0.7447221]],[[0.75643307]],[[0.71907103]],[[0.7543097]],[[0.785868]],[[0.8132867]],[[0.5572173]],[[0.8066468]],[[0.72997105]],[[0.7940421]],[[0.6650148]],[[0.73084486]],[[0.79232836]],[[0.6989354]],[[0.7750603]],[[0.8235547]],[[0.74488366]],[[0.78883374]],[[0.818592]],[[0.86591935]],[[0.7620448]],[[0.6890583]]
[[0.7438645]],[[0.63316476]],[[0.68349195]],[[0.62394965]],[[0.66033596]],[[0.7217765]],[[0.5531467]],[[0.66397166]],[[0.67870224]],[[0.7727119]],[[0.7541485]],[[0.74191433]],[[0.7919778]],[[0.6931203]],[[0.6965656]],[[0.7757567]],[[0.44754088]],[[0.72252405]],[[0.76280034]],[[0.62031126]],[[0.74383044]],[[0.74891233]],[[0.68978953]],[[0.69587713]],[[0.6442534]],[[0.8483584]],[[0.5861163]],[[0.6639117]],[[0.6813047]],[[0.76050556]],[[0.6223738]],[[0.6051899]]
[[1.0359572]],[[0.8331983]],[[1.0073642]],[[0.95418715]],[[0.8830972]],[[0.9624236]],[[0.7996241]],[[0.9239879]],[[0.8629762]],[[0.9818619]],[[0.97703236]],[[0.7682199]],[[1.0318186]],[[0.9700973]],[[0.9362075]],[[0.9728259]],[[0.7146275]],[[0.97257715]],[[0.911381]],[[0.85946774]],[[0.9157511]],[[1.0119998]],[[0.9555558]],[[0.94274706]],[[0.94283813]],[[0.96169984]],[[0.9213481]],[[0.8466091]],[[0.97442174]],[[0.92255944]],[[0.9340518]],[[0.94596803]]
[[0.81845284]],[[0.87703145]],[[0.7208655]],[[0.81178904]],[[0.8329645]],[[0.78291416]],[[0.882426]],[[0.88813645]],[[0.8233903]],[[0.91236544]],[[0.9091351]],[[0.85613334]],[[0.7834153]],[[0.77844477]],[[0.79387367]],[[0.83749807]],[[0.8494399]],[[0.9085631]],[[0.86360097]],[[0.88454497]],[[0.84526753]],[[0.94055706]],[[0.7971216]],[[0.8838124]],[[0.73521584]],[[0.84284514]],[[0.86137664]],[[0.9050611]],[[0.8745268]],[[0.8749739]],[[0.8229256]],[[0.77220905]]
[[0.8388721]],[[0.6005961]],[[0.8764858]],[[0.75636244]],[[0.8241971]],[[0.8739319]],[[0.73633075]],[[0.7958813]],[[0.78210926]],[[0.91395843]],[[0.86024565]],[[0.80483246]],[[0.68604654]],[[0.8223065]],[[0.82259977]],[[0.89691395]],[[0.50010204]],[[0.7830727]],[[0.8179611]],[[0.7305819]],[[0.7145088]],[[0.7443216]],[[0.8459458]],[[0.76651084]],[[0.63997275]],[[0.76733804]],[[0.64773434]],[[0.8144622]],[[0.81915313]],[[0.9050343]],[[0.7842598]],[[0.7143891]]
[[0.8355149]],[[0.6809557]],[[0.6179246]],[[0.75214374]],[[0.7930244]],[[0.6351803]],[[0.7542697]],[[0.806285]],[[0.7208226]],[[0.84205556]],[[0.71235144]],[[0.8276639]],[[0.7235111]],[[0.5428399]],[[0.748736]],[[0.79557914]],[[0.56698525]],[[0.8213346]],[[0.7177742]],[[0.67956877]],[[0.6218549]],[[0.75881696]],[[0.7193479]],[[0.6375915]],[[0.6224905]],[[0.85209036]],[[0.74028766]],[[0.66674626]],[[0.82834136]],[[0.90238696]],[[0.7506685]],[[0.7256032]]
[[0.9610381]],[[0.87359846]],[[1.0029271]],[[0.90230316]],[[0.90103394]],[[1.0133461]],[[0.83092]],[[0.95346236]],[[0.92314875]],[[1.0443794]],[[0.9943366]],[[1.0351956]],[[1.062545]],[[1.0369054]],[[0.9534344]],[[1.0408912]],[[0.7679543]],[[0.92827415]],[[0.97317326]],[[0.85353327]],[[0.95408213]],[[1.0118229]],[[0.9231441]],[[0.9981859]],[[0.9771646]],[[1.0487633]],[[0.91154045]],[[0.98588425]],[[0.95022315]],[[0.89760065]],[[0.9467285]],[[0.9522091]]
[[0.9712028]],[[0.8353676]],[[0.98617804]],[[0.9339071]],[[0.8956495]],[[0.96546495]],[[0.7705422]],[[0.95184577]],[[0.9090372]],[[1.0189183]],[[0.94491374]],[[0.94891894]],[[1.0074657]],[[0.97746533]],[[0.9026478]],[[0.9888735]],[[0.7449086]],[[0.91951317]],[[0.9284676]],[[0.8040921]],[[0.88520575]],[[0.96178454]],[[0.9400271]],[[0.9467559]],[[0.9866133]],[[1.0153856]],[[0.86118406]],[[0.9385247]],[[0.95416486]],[[0.9038144]],[[0.91544676]],[[0.9312984]]
[[0.83455026]],[[0.7524971]],[[0.9653347]],[[0.77734727]],[[0.7942264]],[[0.8014493]],[[0.782027]],[[0.8652432]],[[0.88255966]],[[0.7835548]],[[0.87910426]],[[0.9116589]],[[0.7792709]],[[0.6744657]],[[0.4926716]],[[0.82826674]],[[0.64409107]],[[0.7593951]],[[0.7889407]],[[0.74165606]],[[0.84498465]],[[0.889995]],[[0.79624045]],[[0.8130028]],[[0.6918938]],[[0.80052984]],[[0.8197993]],[[0.67162776]],[[0.86109775]],[[0.83704007]],[[0.8358649]],[[0.841099]]
[[0.90329]],[[0.7773104]],[[0.8637207]],[[0.76244885]],[[0.7801157]],[[0.8596867]],[[0.7035565]],[[0.7987316]],[[0.76612866]],[[0.84535885]],[[0.905657]],[[0.8953966]],[[0.83517444]],[[0.87090516]],[[0.82916796]],[[0.90116954]],[[0.62440705]],[[0.83041114]],[[0.8838845]],[[0.8076808]],[[0.88012755]],[[0.8688126]],[[0.87882316]],[[0.84377325]],[[0.81917274]],[[0.9243222]],[[0.676988]],[[0.82201135]],[[0.85612214]],[[0.8211123]],[[0.8733703]],[[0.84020734]]
[[0.7503275]],[[0.8389004]],[[0.81209314]],[[0.66889596]],[[0.7902389]],[[0.8890498]],[[0.72537076]],[[0.82951033]],[[0.7543491]],[[0.84243304]],[[0.8139837]],[[0.7878077]],[[0.7251899]],[[0.78832173]],[[0.7678692]],[[0.74771667]],[[0.8056841]],[[0.7172631]],[[0.8114594]],[[0.75778013]],[[0.8434372]],[[0.7529105]],[[0.66830075]],[[0.7679899]],[[0.73782444]],[[0.85798216]],[[0.72353315]],[[0.82283014]],[[0.7584746]],[[0.84796584]],[[0.75577354]],[[0.73585457]]
[[0.89797527]],[[0.5959526]],[[0.7186738]],[[0.8538192]],[[0.8759627]],[[0.711772]],[[0.7250329]],[[0.96711075]],[[0.7993014]],[[0.8655767]],[[0.77604973]],[[0.92350936]],[[0.73852384]],[[0.78857064]],[[0.8352617]],[[0.8810036]],[[0.5814656]],[[0.8020283]],[[0.8990465]],[[0.75421286]],[[0.7280041]],[[0.9389434]],[[0.7653772]],[[0.6797286]],[[0.8147045]],[[0.95611686]],[[0.696759]],[[0.85690695]],[[0.86099124]],[[0.86101747]],[[0.8000529]],[[0.8215059]]
[[0.7799279]],[[0.7713637]],[[0.6430576]],[[0.68788666]],[[0.59943885]],[[0.6243248]],[[0.6678246]],[[0.7814436]],[[0.66969186]],[[0.6847908]],[[0.70413435]],[[0.7032758]],[[0.826918]],[[0.25755244]],[[0.6304227]],[[0.72913176]],[[0.73678076]],[[0.73499894]],[[0.5781462]],[[0.6957276]],[[0.71402395]],[[0.8253556]],[[0.6672936]],[[0.57126963]],[[0.41903073]],[[0.75031084]],[[0.6874618]],[[0.34522057]],[[0.6985568]],[[0.86366975]],[[0.6221601]],[[0.596969]]
[[0.7869036]],[[0.7617936]],[[0.7744944]],[[0.7505569]],[[0.703341]],[[0.75925773]],[[0.81217396]],[[0.86895734]],[[0.63512945]],[[0.7305398]],[[0.8086527]],[[0.80911344]],[[0.9216673]],[[0.5803375]],[[0.73755974]],[[0.7324842]],[[0.8037918]],[[0.70912874]],[[0.68663746]],[[0.73445773]],[[0.7246163]],[[0.82692206]],[[0.7273379]],[[0.69027364]],[[0.5814301]],[[0.7588288]],[[0.75429046]],[[0.62796247]],[[0.7864717]],[[0.8777116]],[[0.7431461]],[[0.5476036]]
[[0.69858277]],[[0.82214785]],[[0.80628896]],[[0.7955307]],[[0.8320998]],[[0.9637978]],[[0.75276]],[[0.8424153]],[[0.79218644]],[[0.8556627]],[[0.77173656]],[[0.8705187]],[[0.8146327]],[[0.85324055]],[[0.67568463]],[[0.80509967]],[[0.77623785]],[[0.66015]],[[0.85168433]],[[0.7948407]],[[0.81260014]],[[0.7981426]],[[0.7372879]],[[0.7582241]],[[0.76335776]],[[0.8040811]],[[0.80406296]],[[0.8066829]],[[0.78656596]],[[0.90794575]],[[0.7581869]],[[0.7629577]]
[[0.9024797]],[[0.7799568]],[[0.66957235]],[[0.8345806]],[[0.74598396]],[[0.36135602]],[[0.8038691]],[[0.9414799]],[[0.75373644]],[[0.79462343]],[[0.79071933]],[[0.8165966]],[[0.80380046]],[[0.39438748]],[[0.8323821]],[[0.7958408]],[[0.7908871]],[[0.84868073]],[[0.6417087]],[[0.812444]],[[0.79955876]],[[0.9310954]],[[0.80279005]],[[0.6652972]],[[0.597126]],[[0.8235364]],[[0.8015706]],[[0.5329544]],[[0.8511552]],[[0.93821687]],[[0.8056884]],[[0.8101076]]
[[0.755851]],[[0.67854637]],[[0.74023056]],[[0.7757033]],[[0.7977386]],[[0.7458222]],[[0.7487657]],[[0.58380514]],[[0.6416021]],[[0.7863175]],[[0.72094125]],[[0.7504478]],[[0.75771976]],[[0.7293813]],[[0.7690513]],[[0.80817556]],[[0.66736364]],[[0.6717497]],[[0.60474217]],[[0.7009477]],[[0.6548493]],[[0.7134687]],[[0.7600082]],[[0.6068817]],[[0.7376424]],[[0.7757227]],[[0.7058592]],[[0.6647254]],[[0.7251275]],[[0.8951388]],[[0.74757946]],[[0.71460104]]
[[0.5735647]],[[0.79409873]],[[0.85917073]],[[0.79607016]],[[0.67873627]],[[0.88763547]],[[0.7857578]],[[0.82411265]],[[0.74519753]],[[0.7561681]],[[0.80657804]],[[0.7522702]],[[0.79520404]],[[0.70500386]],[[0.]],[[0.7302322]],[[0.792975]],[[0.7683387]],[[0.78553236]],[[0.7755035]],[[0.7791972]],[[0.72366303]],[[0.68455976]],[[0.78374577]],[[0.70785296]],[[0.75684917]],[[0.7885791]],[[0.7176386]],[[0.81706303]],[[0.7605338]],[[0.7469239]],[[0.6932255]]
[[0.78616333]],[[0.8810111]],[[0.84374523]],[[0.82950044]],[[0.75734365]],[[0.8329921]],[[0.7874521]],[[0.7158647]],[[0.6350104]],[[0.79365027]],[[0.8249965]],[[0.6710807]],[[0.90891224]],[[0.7524568]],[[0.73471916]],[[0.75926954]],[[0.9422231]],[[0.7488984]],[[0.71994936]],[[0.73620117]],[[0.7739139]],[[0.861218]],[[0.7499273]],[[0.7572345]],[[0.70153916]],[[0.81356657]],[[0.7196388]],[[0.7052735]],[[0.8293786]],[[0.775766]],[[0.75300324]],[[0.6207005]]
[[0.685097]],[[0.7784003]],[[0.8004724]],[[0.7611718]],[[0.8396586]],[[0.6461617]],[[0.7659565]],[[0.80574477]],[[0.77370524]],[[0.84977293]],[[0.70129967]],[[0.81360185]],[[0.7309116]],[[0.6555178]],[[0.7498163]],[[0.7601291]],[[0.752295]],[[0.6095135]],[[0.83344424]],[[0.69544685]],[[0.828716]],[[0.7867689]],[[0.5760648]],[[0.6405773]],[[0.71494997]],[[0.8329536]],[[0.7104856]],[[0.61019063]],[[0.5933438]],[[0.85472983]],[[0.70246863]],[[0.75198334]]
[[0.93854797]],[[0.9459379]],[[0.5491638]],[[0.7754455]],[[0.91344076]],[[0.7705477]],[[0.8949858]],[[0.9926009]],[[0.8584721]],[[0.90250665]],[[0.95999205]],[[0.9330684]],[[0.8654394]],[[0.68338794]],[[0.84779537]],[[0.91356075]],[[0.9443343]],[[0.8568823]],[[0.8457401]],[[0.9299923]],[[0.8602811]],[[0.9589427]],[[0.8984122]],[[0.9301405]],[[0.7614478]],[[0.84777796]],[[0.91237545]],[[0.84070456]],[[0.91707104]],[[0.83121586]],[[0.8784728]],[[0.9025042]]
[[0.9453612]],[[0.921757]],[[0.3241316]],[[0.93853134]],[[0.91782236]],[[0.7461055]],[[0.87259984]],[[0.9707783]],[[0.76426935]],[[0.92112696]],[[0.9259621]],[[0.8790458]],[[0.8826647]],[[0.7356583]],[[0.9247413]],[[0.881597]],[[0.9358432]],[[0.9700906]],[[0.8185514]],[[0.9326956]],[[0.88873893]],[[1.0053973]],[[0.9256161]],[[0.8866485]],[[0.84913796]],[[0.8956867]],[[0.9273243]],[[0.81718004]],[[0.9007225]],[[0.8186655]],[[0.9058499]],[[0.902242]]
[[0.9375105]],[[0.8970032]],[[0.6582593]],[[0.39210337]],[[0.8916595]],[[0.8846834]],[[0.8985733]],[[0.8827294]],[[0.842959]],[[0.9575237]],[[0.895451]],[[0.91135263]],[[0.7954359]],[[0.7962339]],[[0.97194034]],[[0.8732313]],[[0.8110012]],[[0.78304535]],[[0.9402736]],[[0.85261875]],[[0.995759]],[[0.92783135]],[[0.8635646]],[[0.875644]],[[0.8830463]],[[0.80825967]],[[0.87833554]],[[0.98071176]],[[0.8395877]],[[0.95198953]],[[0.779915]],[[0.7551898]]
[[0.8820029]],[[0.90102977]],[[0.68097734]],[[0.665437]],[[0.78027105]],[[0.7399607]],[[0.8652487]],[[0.92311335]],[[0.8134969]],[[0.781816]],[[0.8617655]],[[0.8488635]],[[0.8323947]],[[0.69954085]],[[0.7919701]],[[0.72974515]],[[0.7772257]],[[0.8416948]],[[0.87473804]],[[0.8132372]],[[0.8161428]],[[0.8078526]],[[0.7900491]],[[0.85239613]],[[0.76008356]],[[0.7550084]],[[0.85437673]],[[0.8371134]],[[0.8762892]],[[0.8999144]],[[0.7395176]],[[0.7285443]]
[[0.8678447]],[[0.7686708]],[[0.8877335]],[[0.50913405]],[[0.8961692]],[[0.85611004]],[[0.8922156]],[[0.8897392]],[[0.84618664]],[[0.99886274]],[[0.9583286]],[[1.0221305]],[[0.6555846]],[[0.810903]],[[0.8571197]],[[0.8559939]],[[0.7707633]],[[0.8242504]],[[0.86828476]],[[0.8394472]],[[0.8916135]],[[0.8981249]],[[0.8322011]],[[0.90227765]],[[0.90895814]],[[0.9040712]],[[0.78449905]],[[1.051283]],[[0.8918681]],[[0.9157021]],[[0.85218036]],[[0.8336897]]
